adventure_keyword_count,adventure_keyword_binary,relaxation_keyword_count,relaxation_keyword_binary,culture_keyword_count,culture_keyword_binary,budget_keyword_count,budget_keyword_binary,luxury_keyword_count,luxury_keyword_binary,family_keyword_count,family_keyword_binary,adventure_keyword_ratio,relaxation_keyword_ratio,culture_keyword_ratio,budget_keyword_ratio,luxury_keyword_ratio,family_keyword_ratio,price_tier,region_southeast_asia,region_east_asia,region_south_asia,region_central_asia,region_western_europe,region_eastern_europe,region_southern_europe,region_northern_europe,region_north_america,region_central_america,region_south_america,region_caribbean,region_north_africa,region_west_africa,region_east_africa,region_southern_africa,region_middle_east,region_oceania,destination_name,label
5,1,0,0,1,0,0,0,0,0,0,0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Corsica,Relaxation
2,0,0,0,0,0,0,0,1,1,1,1,0.5,0.0,0.0,0.0,0.25,0.25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Azores,Relaxation
2,0,1,0,4,1,0,0,0,0,0,0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hammamet,Relaxation
3,1,1,0,2,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oahu,Family
0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seminyak,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,San Jose,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lisbon,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dublin,Family
0,0,0,0,2,0,0,0,0,0,1,1,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vancouver,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pattaya,Family
0,0,1,0,2,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seville,Culture
1,0,0,0,4,1,0,0,1,1,1,1,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dubrovnik,Culture
7,1,1,0,3,1,0,0,0,0,0,0,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penang,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oaxaca,Culture
1,0,1,0,5,1,0,0,0,0,2,1,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,0.0,0.2222222222222222,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tallinn,Culture
1,0,0,0,3,1,1,1,0,0,0,0,0.2,0.0,0.6,0.2,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vilnius,Culture
0,0,0,0,5,1,2,1,0,0,0,0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Luxor,Culture
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cairo,Culture
1,0,1,0,6,1,2,1,1,1,0,0,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samarkand,Culture
1,0,1,0,5,1,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bukhara,Culture
1,0,4,1,0,0,0,0,1,1,0,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hue,Culture
0,0,4,1,6,1,0,0,1,1,2,1,0.0,0.3076923076923077,0.46153846153846156,0.0,0.07692307692307693,0.15384615384615385,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osaka,Culture
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agra,Culture
0,0,0,0,5,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hampi,Culture
1,0,2,0,1,0,1,1,0,0,0,0,0.2,0.4,0.2,0.2,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kotor,Culture
2,0,1,0,3,1,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mostar,Culture
1,0,0,0,6,1,0,0,0,0,2,1,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Salzburg,Culture
0,0,0,0,2,0,0,0,1,1,1,1,0.0,0.0,0.5,0.0,0.25,0.25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruges,Culture
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Edinburgh,Culture
0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Porto,Culture
0,0,3,1,1,0,0,0,0,0,1,1,0.0,0.6,0.2,0.0,0.0,0.2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Granada,Culture
0,0,0,0,9,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nara,Culture
2,0,2,0,5,1,1,1,1,1,3,1,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.21428571428571427,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chengdu,Culture
0,0,0,0,6,1,0,0,0,0,1,1,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Plovdiv,Culture
0,0,0,0,3,1,0,0,0,0,2,1,0.0,0.0,0.6,0.0,0.0,0.4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Valletta,Culture
1,0,1,0,1,0,0,0,0,0,1,1,0.25,0.25,0.25,0.0,0.0,0.25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ghent,Culture
0,0,1,0,4,1,1,1,0,0,1,1,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Riga,Culture
0,0,0,0,2,0,2,1,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Galapagos Islands,Adventure
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,El Chaltén,Adventure
4,1,0,0,2,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wadi Rum,Adventure
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phi Phi Islands,Adventure
2,0,1,0,1,0,0,0,0,0,0,0,0.5,0.25,0.25,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kalymnos,Adventure
1,0,0,0,3,1,1,1,0,0,0,0,0.2,0.0,0.6,0.2,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninh Binh,Adventure
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Madikwe,Adventure
2,0,1,0,3,1,1,1,1,1,1,1,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hvar,Relaxation
3,1,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Capri,Relaxation
1,0,0,0,2,0,0,0,0,0,1,1,0.25,0.0,0.5,0.0,0.0,0.25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kos,Relaxation
1,0,0,0,3,1,0,0,0,0,0,0,0.25,0.0,0.75,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crete,Relaxation
1,0,1,0,3,1,0,0,0,0,0,0,0.2,0.2,0.6,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lanzarote,Relaxation
0,0,1,0,4,1,1,1,0,0,0,0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tenerife,Relaxation
3,1,1,0,2,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Moorea,Relaxation
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koh Phangan,Relaxation
2,0,3,1,4,1,0,0,1,1,0,0,0.2,0.3,0.4,0.0,0.1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nusa Dua,Relaxation
2,0,1,0,6,1,0,0,1,1,2,1,0.16666666666666666,0.08333333333333333,0.5,0.0,0.08333333333333333,0.16666666666666666,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tirana,Budget
1,0,0,0,3,1,1,1,0,0,1,1,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Belgrade,Budget
0,0,0,0,3,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sarajevo,Budget
0,0,2,0,5,1,0,0,0,0,3,1,0.0,0.2,0.5,0.0,0.0,0.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ho Chi Minh City,Budget
3,1,2,0,5,1,1,1,0,0,0,0,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandalay,Budget
0,0,0,0,2,0,1,1,0,0,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,La Paz,Budget
0,0,2,0,0,0,0,0,0,0,2,1,0.0,0.5,0.0,0.0,0.0,0.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bishkek,Budget
2,0,2,0,1,0,0,0,0,0,0,0,0.4,0.4,0.2,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dar es Salaam,Budget
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kampala,Budget
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Playa del Carmen,Budget
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Asuncion,Budget
5,1,0,0,1,0,0,0,0,0,1,1,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,St. Moritz,Luxury
0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.5,0.0,0.0,0.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Portofino,Luxury
1,0,0,0,6,1,1,1,1,1,0,0,0.1111111111111111,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cannes,Luxury
1,0,0,0,3,1,0,0,0,0,0,0,0.25,0.0,0.75,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nice,Luxury
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Palm Beach,Luxury
0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Muscat,Luxury
2,0,0,0,0,0,1,1,1,1,1,1,0.4,0.0,0.0,0.2,0.2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Abu Dhabi,Luxury
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Antibes,Luxury
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Riviera Maya,Luxury
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,New York City,Family
0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,London,Family
0,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.5,0.0,0.5,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris,Family
1,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,San Diego,Family
1,0,1,0,2,0,0,0,0,0,1,1,0.2,0.2,0.4,0.0,0.0,0.2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Quebec City,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Monterey,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malaga,Family
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nairobi,Culture
0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.0,0.5,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accra,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tbilisi old city,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chiang Mai old city,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bogota,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mexico City historic,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Valparaiso,Culture
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ephesus,Culture
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,St. Tropez,Luxury
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Marbella,Luxury
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Beverly Hills,Luxury
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Montevideo,Culture
0,0,0,0,4,1,2,1,0,0,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Katowice,Budget
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rarotonga,Relaxation
